date,product,category,region,units_sold,sales,cost,promo_flag
2023-03-24,Toothpaste,Beauty,South,1,25.98,19.5,0
2023-03-24,Toothpaste,Beauty,West,1,10.12,7.45,0
2023-03-24,Lotion,Health,East,14,363.69,243.14,0
2023-03-24,Serum,Beauty,East,7,218.78,130.43,0
2023-03-24,Conditioner,Personal Care,South,3,38.15,24.64,0
2023-03-24,Conditioner,Health,South,12,84.64,66.57,0
2023-03-24,Conditioner,Beauty,East,4,71.72,55.71,0
2023-03-24,Lotion,Beauty,East,13,467.84,357.93,0
2023-03-24,Lotion,Beauty,North,9,126.12,100.09,0
2023-03-24,Toothpaste,Personal Care,North,3,64.25,49.75,0
2023-03-24,Toothpaste,Beauty,North,5,105.48,75.88,0
2023-03-24,Soap,Personal Care,North,4,21.44,16.44,1
2023-03-24,Toothpaste,Health,East,4,111.17,75.26,0
2023-03-24,Facewash,Health,North,14,274.9,208.25,0
2023-03-24,Toothpaste,Health,South,1,19.22,11.05,0
2023-03-24,Serum,Beauty,North,13,240.93,168.11,0
2023-03-24,Facewash,Health,West,9,352.76,240.51,0
2023-03-24,Conditioner,Beauty,West,12,386.52,229.93,1
2023-03-24,Serum,Health,West,7,43.23,25.38,0
2023-03-24,Facewash,Personal Care,West,10,379.16,234.75,0
2023-03-24,Shampoo,Health,North,6,209.83,116.46,0
2023-03-24,Serum,Beauty,South,4,68.24,52.01,0
2023-03-24,Toothpaste,Health,South,14,530.33,415.24,0
2023-03-25,Toothpaste,Personal Care,East,12,351.86,258.83,0
2023-03-25,Shampoo,Beauty,West,13,498.56,296.04,0
2023-03-25,Conditioner,Beauty,East,8,91.94,51.74,0
2023-03-25,Serum,Health,East,7,118.95,92.01,1
2023-03-25,Serum,Personal Care,North,12,80.66,44.94,0
2023-03-25,Serum,Beauty,West,9,216.49,163.86,0
2023-03-25,Serum,Beauty,South,9,255.92,147.47,0
2023-03-25,Serum,Beauty,West,10,153.03,117.11,0
2023-03-25,Serum,Personal Care,West,7,204.31,137.33,0
2023-03-25,Serum,Health,South,5,43.51,32.39,1
2023-03-25,Soap,Personal Care,South,9,334.27,217.96,0
2023-03-25,Soap,Beauty,East,9,64.19,50.11,0
2023-03-25,Conditioner,Personal Care,East,9,129.4,81.51,0
2023-03-25,Shampoo,Personal Care,West,13,280.28,194.13,0
2023-03-25,Serum,Beauty,West,7,178.38,105.77,0
2023-03-25,Facewash,Beauty,South,12,451.63,310.61,1
2023-03-25,Lotion,Health,South,8,74.46,43.82,0
2023-03-25,Conditioner,Personal Care,East,13,418.97,308.49,0
2023-03-25,Lotion,Beauty,East,8,305.75,171.96,0
2023-03-25,Serum,Health,West,13,79.84,47.41,1
2023-03-25,Conditioner,Beauty,South,3,94.63,65.06,0
2023-03-25,Toothpaste,Personal Care,North,11,341.53,232.17,0
2023-03-25,Serum,Beauty,East,13,354.9,261.1,0
2023-03-25,Toothpaste,Health,East,13,111.76,82.55,0
2023-03-25,Serum,Beauty,West,3,54.71,41.28,0
2023-03-25,Lotion,Personal Care,West,1,28.52,19.62,0
2023-03-25,Soap,Personal Care,East,12,322.57,205.01,0
2023-03-25,Toothpaste,Beauty,South,1,6.28,4.83,0
2023-03-25,Shampoo,Personal Care,South,12,166.91,103.65,1
2023-03-25,Facewash,Beauty,North,11,102.85,67.91,0
2023-03-25,Toothpaste,Health,North,11,354.25,226.91,0
2023-03-25,Conditioner,Personal Care,North,1,39.12,22.34,0
2023-03-25,Facewash,Beauty,East,12,131.48,80.23,1
2023-03-25,Lotion,Health,South,3,97.64,75.08,1
2023-03-25,Shampoo,Beauty,East,7,248.39,160.8,0
2023-03-25,Shampoo,Health,North,13,77.88,46.98,1
2023-03-25,Shampoo,Personal Care,West,8,222.7,124.99,0
2023-03-25,Lotion,Personal Care,North,12,205.92,124.92,0
2023-03-25,Conditioner,Health,West,8,204.39,134.64,1
2023-03-25,Shampoo,Health,East,9,196.16,152.09,0
2023-03-25,Serum,Personal Care,South,5,120.64,68.67,0
2023-03-25,Serum,Health,West,14,505.32,364.21,0
2023-03-25,Facewash,Beauty,East,3,44.44,33.33,0
2023-03-25,Toothpaste,Personal Care,West,14,490.25,365.02,0
2023-03-25,Toothpaste,Personal Care,West,12,125.07,92.83,0
2023-03-25,Facewash,Personal Care,North,4,48.44,34.27,0
2023-03-25,Lotion,Beauty,West,11,83.03,63.33,0
2023-03-25,Lotion,Beauty,East,13,402.96,241.51,0
2023-03-25,Toothpaste,Personal Care,West,1,31.46,20.04,0
2023-03-25,Lotion,Beauty,East,3,51.61,39.42,0
2023-03-25,Conditioner,Personal Care,North,6,33.54,19.36,0
2023-03-25,Toothpaste,Personal Care,North,12,201.79,157.56,0
2023-03-25,Facewash,Beauty,South,4,123.98,88.2,0
2023-03-25,Facewash,Health,South,11,416.18,266.56,0
2023-03-26,Lotion,Personal Care,South,10,209.77,125.01,0
2023-03-26,Shampoo,Personal Care,North,1,35.98,23.59,0
2023-03-26,Soap,Personal Care,North,2,54.86,37.3,0
2023-03-26,Toothpaste,Health,East,6,119.41,93.89,0
2023-03-26,Soap,Personal Care,East,11,406.0,237.67,0
2023-03-26,Conditioner,Health,North,4,55.7,38.33,0
2023-03-26,Soap,Personal Care,West,5,57.33,33.46,1
2023-03-26,Toothpaste,Beauty,West,12,460.84,345.13,0
2023-03-26,Toothpaste,Personal Care,West,13,492.93,312.61,0
2023-03-26,Lotion,Health,East,12,181.52,127.66,0
2023-03-26,Soap,Health,East,6,223.46,158.21,1
2023-03-26,Lotion,Beauty,South,10,377.98,289.1,0
2023-03-26,Facewash,Beauty,North,10,130.15,74.35,0
2023-03-26,Serum,Personal Care,West,2,24.32,15.33,1
2023-03-26,Conditioner,Health,North,8,69.16,38.05,0
2023-03-26,Soap,Beauty,East,7,204.15,117.8,0
2023-03-26,Facewash,Personal Care,West,7,174.35,112.33,1
2023-03-26,Lotion,Personal Care,East,7,241.79,152.48,0
2023-03-26,Conditioner,Beauty,East,4,28.75,19.09,0
2023-03-26,Toothpaste,Health,East,1,30.67,18.45,0
2023-03-26,Facewash,Beauty,West,9,254.89,186.76,0
2023-03-26,Conditioner,Beauty,North,5,119.31,77.13,0
2023-03-26,Shampoo,Beauty,East,14,104.47,66.02,0
2023-03-27,Conditioner,Beauty,East,10,399.93,311.21,0
2023-03-27,Toothpaste,Health,North,2,38.69,23.58,1
2023-03-27,Conditioner,Beauty,South,14,513.33,375.03,1
2023-03-27,Lotion,Beauty,West,6,197.35,120.33,1
2023-03-27,Toothpaste,Health,West,9,317.22,207.7,0
2023-03-27,Lotion,Personal Care,North,2,66.55,40.44,0
2023-03-27,Shampoo,Personal Care,North,13,515.0,365.78,0
2023-03-27,Shampoo,Health,South,1,14.19,8.16,0
2023-03-27,Serum,Beauty,West,9,78.12,44.88,0
2023-03-27,Serum,Personal Care,West,4,47.47,37.53,0
2023-03-27,Facewash,Personal Care,North,6,88.45,49.49,0
2023-03-27,Facewash,Beauty,East,12,91.25,61.11,0
2023-03-27,Toothpaste,Health,North,7,140.03,98.89,0
2023-03-27,Lotion,Beauty,North,10,167.45,120.44,0
2023-03-27,Conditioner,Health,West,7,118.85,68.48,0
2023-03-27,Conditioner,Health,South,4,110.94,76.7,1
2023-03-27,Soap,Beauty,North,14,176.7,100.28,0
2023-03-27,Toothpaste,Beauty,South,9,295.71,205.82,0
2023-03-27,Shampoo,Personal Care,North,10,109.96,84.05,0
2023-03-27,Soap,Health,North,7,135.46,79.11,0
2023-03-27,Facewash,Personal Care,East,1,6.11,4.38,0
2023-03-27,Serum,Personal Care,South,6,228.14,160.82,0
2023-03-27,Serum,Personal Care,South,2,11.48,8.77,0
2023-03-27,Lotion,Health,East,5,56.23,33.82,0
2023-03-27,Conditioner,Beauty,South,12,130.27,92.78,0
2023-03-27,Shampoo,Health,East,14,154.29,107.96,0
2023-03-27,Conditioner,Personal Care,West,10,199.55,127.81,0
2023-03-27,Lotion,Personal Care,South,9,299.95,209.72,0
2023-03-27,Serum,Beauty,North,6,228.33,131.42,0
2023-03-27,Serum,Health,West,2,23.69,17.94,1
2023-03-27,Serum,Beauty,East,2,33.57,20.1,0
2023-03-27,Facewash,Beauty,West,13,448.04,260.94,0
2023-03-27,Toothpaste,Beauty,South,9,139.91,106.85,0
2023-03-27,Lotion,Personal Care,West,9,95.92,61.05,0
2023-03-27,Lotion,Personal Care,East,3,118.68,94.81,0
2023-03-27,Serum,Personal Care,West,9,235.11,139.0,0
2023-03-27,Lotion,Beauty,West,3,34.97,26.19,0
2023-03-27,Conditioner,Personal Care,North,4,136.82,85.3,1
2023-03-27,Facewash,Personal Care,East,9,230.33,154.58,0
2023-03-27,Soap,Personal Care,North,14,467.09,294.11,0
2023-03-27,Shampoo,Health,West,2,60.47,43.1,0
2023-03-27,Serum,Beauty,South,6,232.97,170.69,0
2023-03-27,Facewash,Health,South,13,360.67,225.17,0
2023-03-27,Serum,Health,East,8,254.33,158.6,0
2023-03-27,Lotion,Beauty,South,8,252.22,154.84,1
2023-03-27,Lotion,Beauty,South,4,58.29,43.61,0
2023-03-27,Lotion,Personal Care,East,2,75.34,57.96,0
2023-03-27,Facewash,Beauty,South,7,267.73,210.91,0
2023-03-27,Facewash,Health,South,7,229.08,143.22,0
2023-03-27,Conditioner,Health,East,6,86.43,55.46,0
2023-03-27,Soap,Health,East,6,31.4,21.49,0
2023-03-28,Conditioner,Health,South,8,191.82,107.71,0
2023-03-28,Serum,Beauty,South,4,58.31,34.46,0
2023-03-28,Facewash,Personal Care,South,8,277.45,193.92,0
2023-03-28,Lotion,Personal Care,North,12,477.0,344.34,0
2023-03-28,Toothpaste,Health,West,8,231.63,153.77,0
2023-03-28,Serum,Personal Care,West,12,174.94,97.17,0
2023-03-28,Facewash,Beauty,East,3,43.43,26.41,1
2023-03-28,Conditioner,Personal Care,South,13,153.99,116.56,0
2023-03-28,Facewash,Health,North,9,196.39,128.05,0
2023-03-28,Serum,Beauty,East,12,250.63,159.19,0
2023-03-28,Soap,Beauty,South,7,123.9,91.17,0
2023-03-28,Shampoo,Personal Care,East,7,237.12,161.57,0
2023-03-28,Facewash,Beauty,East,5,109.68,87.04,0
2023-03-28,Conditioner,Personal Care,South,6,222.58,132.31,0
2023-03-28,Lotion,Personal Care,South,12,434.23,255.58,1
2023-03-28,Lotion,Beauty,East,6,113.63,63.22,1
2023-03-28,Toothpaste,Health,North,12,340.73,253.47,1
2023-03-28,Shampoo,Personal Care,South,10,242.68,183.25,0
2023-03-28,Lotion,Beauty,North,3,113.0,64.6,0
2023-03-28,Shampoo,Beauty,North,9,244.11,184.85,0
2023-03-28,Facewash,Health,South,14,103.88,75.95,0
2023-03-28,Facewash,Personal Care,West,8,114.56,80.81,0
2023-03-28,Toothpaste,Health,West,7,150.92,86.19,0
2023-03-28,Shampoo,Health,North,5,48.26,38.29,0
2023-03-28,Soap,Health,East,4,91.84,60.51,0
2023-03-28,Soap,Beauty,North,12,116.98,73.01,0
2023-03-28,Facewash,Health,South,8,127.39,97.83,0
2023-03-28,Soap,Beauty,East,3,73.18,58.46,0
2023-03-28,Facewash,Health,East,11,112.45,69.53,0
2023-03-28,Serum,Beauty,South,7,245.63,188.53,0
2023-03-28,Facewash,Health,East,4,83.12,60.13,0
2023-03-28,Conditioner,Personal Care,East,10,181.18,139.54,0
2023-03-28,Serum,Personal Care,West,13,254.74,163.23,0
2023-03-28,Shampoo,Personal Care,West,3,92.46,56.42,0
2023-03-28,Conditioner,Health,West,9,205.37,134.67,0
2023-03-28,Toothpaste,Health,East,11,345.75,268.61,1
2023-03-28,Facewash,Personal Care,South,4,127.91,88.52,0
2023-03-28,Soap,Personal Care,South,9,104.05,82.01,0
2023-03-28,Conditioner,Beauty,East,8,286.11,165.07,0
2023-03-28,Shampoo,Beauty,West,6,69.63,48.03,0
2023-03-28,Soap,Personal Care,West,11,150.6,101.98,0
2023-03-28,Toothpaste,Personal Care,South,6,131.42,104.86,0
2023-03-28,Facewash,Health,West,8,219.88,151.56,0
2023-03-28,Conditioner,Beauty,West,6,97.96,68.08,0
2023-03-28,Soap,Personal Care,North,14,216.93,134.78,0
2023-03-28,Conditioner,Personal Care,East,6,58.69,41.55,0
2023-03-28,Lotion,Personal Care,North,5,74.92,52.52,0
2023-03-28,Conditioner,Beauty,North,7,104.04,74.58,0
2023-03-28,Shampoo,Personal Care,North,12,296.01,201.16,0
2023-03-28,Conditioner,Personal Care,South,11,171.2,118.95,0
2023-03-28,Toothpaste,Personal Care,North,14,402.09,318.1,1
2023-03-28,Lotion,Beauty,East,13,414.88,308.25,1
2023-03-28,Shampoo,Personal Care,South,6,100.36,79.43,0
2023-03-28,Shampoo,Health,South,1,31.78,24.94,1
2023-03-28,Facewash,Personal Care,South,14,554.91,339.19,0
2023-03-28,Serum,Health,North,3,24.7,15.68,1
2023-03-28,Shampoo,Health,West,4,93.44,53.21,0
2023-03-29,Shampoo,Beauty,West,8,112.91,70.28,0
2023-03-29,Conditioner,Health,West,3,19.13,13.19,0
2023-03-29,Conditioner,Personal Care,North,10,371.63,216.66,0
2023-03-29,Conditioner,Beauty,West,14,242.74,165.64,0
2023-03-29,Shampoo,Health,West,5,101.25,60.71,0
2023-03-29,Shampoo,Health,South,9,151.0,112.35,0
2023-03-29,Shampoo,Personal Care,South,12,361.8,226.85,0
2023-03-29,Conditioner,Health,East,6,82.32,58.21,0
2023-03-29,Serum,Beauty,South,9,311.86,218.39,1
2023-03-29,Toothpaste,Health,East,3,44.42,26.7,0
2023-03-29,Facewash,Health,West,3,20.96,14.36,0
2023-03-29,Soap,Beauty,South,7,216.75,145.81,0
2023-03-29,Conditioner,Personal Care,North,4,36.77,24.54,0
2023-03-29,Facewash,Beauty,West,8,193.28,142.09,0
2023-03-29,Conditioner,Beauty,West,13,164.72,115.33,0
2023-03-29,Toothpaste,Beauty,North,6,214.87,118.36,1
2023-03-29,Lotion,Personal Care,South,3,16.14,11.32,1
2023-03-29,Conditioner,Beauty,South,5,155.7,104.45,0
2023-03-29,Facewash,Health,East,7,278.76,222.77,0
2023-03-29,Lotion,Personal Care,West,14,219.62,130.65,0
2023-03-29,Lotion,Beauty,East,6,204.8,140.69,1
2023-03-29,Facewash,Personal Care,North,5,155.7,116.31,0
2023-03-29,Soap,Beauty,West,13,246.81,152.77,0
2023-03-29,Conditioner,Beauty,West,9,308.93,193.56,0
2023-03-29,Shampoo,Beauty,West,3,70.89,51.2,0
2023-03-29,Shampoo,Health,North,7,218.66,170.06,0
2023-03-29,Facewash,Beauty,North,6,102.28,78.58,0
2023-03-29,Conditioner,Health,East,3,87.56,61.55,0
2023-03-29,Facewash,Personal Care,South,14,266.36,152.64,1
2023-03-30,Shampoo,Health,West,5,199.21,119.89,0
2023-03-30,Toothpaste,Health,North,6,216.15,168.01,0
2023-03-30,Toothpaste,Beauty,North,3,95.4,69.23,0
2023-03-30,Soap,Health,West,4,159.48,122.08,0
2023-03-30,Serum,Beauty,East,8,225.49,179.79,0
2023-03-30,Soap,Personal Care,North,3,28.02,18.11,0
2023-03-30,Facewash,Personal Care,East,3,19.83,14.83,0
2023-03-30,Facewash,Beauty,East,1,29.46,18.56,0
2023-03-30,Soap,Beauty,South,1,14.48,9.71,0
2023-03-30,Shampoo,Beauty,West,11,137.7,79.66,1
2023-03-30,Toothpaste,Beauty,North,10,134.27,101.34,0
2023-03-30,Shampoo,Beauty,East,13,302.67,182.59,1
2023-03-30,Conditioner,Health,South,7,48.8,29.09,0
2023-03-30,Serum,Beauty,South,8,247.83,194.42,0
2023-03-30,Serum,Beauty,East,6,196.91,153.2,0
2023-03-30,Serum,Health,South,7,126.05,79.23,0
2023-03-30,Toothpaste,Beauty,North,4,86.08,52.55,0
2023-03-30,Conditioner,Health,East,8,82.56,60.98,0
2023-03-30,Facewash,Health,North,14,195.38,129.86,0
2023-03-30,Shampoo,Beauty,North,3,53.52,39.16,0
2023-03-30,Conditioner,Health,West,3,63.16,38.14,0
2023-03-30,Serum,Beauty,East,1,29.4,17.3,0
2023-03-30,Serum,Personal Care,West,12,281.08,209.54,1
2023-03-30,Soap,Personal Care,South,2,51.24,34.34,0
2023-03-30,Serum,Personal Care,East,3,35.64,23.24,0
2023-03-30,Shampoo,Beauty,West,6,150.44,101.39,1
2023-03-30,Conditioner,Personal Care,North,2,58.11,43.09,0
2023-03-30,Shampoo,Health,South,6,42.49,33.54,0
2023-03-30,Serum,Personal Care,South,14,75.99,58.99,0
2023-03-30,Lotion,Personal Care,North,8,113.52,71.23,0
2023-03-30,Serum,Health,West,2,19.66,11.2,0
2023-03-30,Lotion,Health,North,6,77.9,52.77,1
2023-03-30,Shampoo,Health,North,3,27.41,15.87,1
2023-03-30,Facewash,Health,South,5,27.04,17.94,0
2023-03-30,Serum,Personal Care,South,8,158.96,126.06,1
2023-03-30,Facewash,Personal Care,West,14,379.67,253.67,0
2023-03-30,Serum,Personal Care,South,3,36.95,27.86,0
2023-03-30,Conditioner,Personal Care,South,7,175.03,126.3,0
2023-03-30,Serum,Health,South,1,33.43,21.8,0
2023-03-30,Shampoo,Beauty,South,7,170.22,124.85,0
2023-03-30,Shampoo,Beauty,South,11,428.28,305.95,0
2023-03-30,Lotion,Health,North,5,25.9,15.54,0
2023-03-31,Facewash,Beauty,East,3,74.4,56.32,0
2023-03-31,Toothpaste,Beauty,North,11,59.4,34.34,0
2023-03-31,Lotion,Health,South,12,267.19,192.19,0
2023-03-31,Toothpaste,Personal Care,East,13,285.77,176.21,0
2023-03-31,Lotion,Health,East,13,183.63,133.35,0
2023-03-31,Toothpaste,Health,West,3,33.59,23.89,1
2023-03-31,Serum,Health,North,13,462.24,321.25,1
2023-03-31,Facewash,Health,East,9,111.32,77.32,0
2023-03-31,Serum,Health,West,2,57.38,38.69,0
2023-03-31,Facewash,Beauty,North,10,163.96,104.36,1
2023-03-31,Conditioner,Health,West,10,266.61,156.7,0
2023-03-31,Toothpaste,Health,West,3,106.1,73.75,0
2023-03-31,Toothpaste,Beauty,West,7,54.49,39.5,0
2023-03-31,Conditioner,Personal Care,East,9,218.01,126.36,0
2023-03-31,Soap,Beauty,East,5,69.06,53.63,0
2023-03-31,Facewash,Beauty,South,7,101.0,56.52,0
2023-03-31,Conditioner,Beauty,North,11,67.63,46.44,0
2023-03-31,Conditioner,Personal Care,South,13,393.33,298.55,0
2023-03-31,Soap,Personal Care,South,12,128.39,91.98,1
2023-03-31,Shampoo,Beauty,East,4,120.36,83.78,0
2023-03-31,Lotion,Beauty,North,11,426.28,310.64,0
2023-03-31,Soap,Personal Care,West,3,63.51,46.16,1
2023-03-31,Conditioner,Health,South,14,230.96,152.96,0
2023-03-31,Shampoo,Health,West,7,98.51,60.07,0
2023-03-31,Lotion,Health,East,11,61.68,36.07,0
2023-03-31,Facewash,Personal Care,South,5,91.59,58.05,0
2023-03-31,Lotion,Health,East,3,87.94,69.18,0
2023-03-31,Conditioner,Beauty,South,14,483.93,281.01,0
2023-03-31,Lotion,Personal Care,East,8,298.6,164.83,0
2023-03-31,Toothpaste,Personal Care,West,8,295.02,212.85,0
2023-03-31,Serum,Personal Care,South,8,117.94,72.06,0
2023-03-31,Toothpaste,Beauty,West,14,123.76,68.08,0
2023-03-31,Conditioner,Beauty,East,6,127.47,92.99,0
2023-03-31,Soap,Beauty,South,1,22.18,16.76,0
2023-03-31,Lotion,Personal Care,East,5,138.99,88.51,1
2023-03-31,Facewash,Health,North,14,263.83,176.15,0
2023-03-31,Conditioner,Beauty,South,1,38.51,24.23,0
2023-04-01,Serum,Health,North,12,410.87,268.0,1
2023-04-01,Facewash,Personal Care,East,9,287.91,205.28,0
2023-04-01,Toothpaste,Beauty,West,1,17.25,12.58,1
2023-04-01,Conditioner,Personal Care,West,1,22.51,15.47,0
2023-04-01,Soap,Beauty,West,10,156.37,104.6,0
2023-04-01,Lotion,Personal Care,West,6,43.31,27.2,0
2023-04-01,Soap,Beauty,North,12,168.72,99.82,0
2023-04-01,Lotion,Beauty,East,14,501.18,372.81,0
2023-04-01,Soap,Health,North,5,136.45,108.24,0
2023-04-01,Toothpaste,Beauty,West,9,358.17,218.1,0
2023-04-01,Serum,Beauty,East,7,216.73,135.31,0
2023-04-01,Conditioner,Beauty,South,8,190.78,131.29,0
2023-04-01,Facewash,Personal Care,East,12,215.61,121.08,0
2023-04-01,Serum,Health,East,8,62.06,37.12,0
2023-04-01,Facewash,Health,East,3,99.29,70.18,0
2023-04-01,Conditioner,Personal Care,South,9,46.94,28.87,0
2023-04-01,Lotion,Health,West,6,186.54,129.93,0
2023-04-01,Serum,Health,North,7,200.34,149.78,0
2023-04-01,Shampoo,Personal Care,North,12,296.08,204.71,0
2023-04-01,Lotion,Personal Care,South,7,175.19,115.67,1
2023-04-01,Soap,Health,West,5,124.37,72.13,0
2023-04-01,Toothpaste,Personal Care,North,14,206.4,160.33,0
2023-04-01,Shampoo,Personal Care,South,8,250.87,155.98,0
2023-04-01,Shampoo,Health,North,2,10.44,5.83,0
2023-04-01,Soap,Beauty,West,10,100.04,74.04,0
2023-04-01,Conditioner,Personal Care,East,4,38.54,24.79,0
2023-04-01,Conditioner,Health,North,13,216.26,150.54,0
2023-04-02,Shampoo,Health,West,2,50.57,36.65,0
2023-04-02,Lotion,Beauty,East,14,412.91,249.85,0
2023-04-02,Facewash,Personal Care,East,8,60.84,48.18,0
2023-04-02,Lotion,Health,West,3,32.86,18.38,0
2023-04-02,Lotion,Health,South,3,94.06,56.84,0
2023-04-02,Shampoo,Beauty,West,6,95.86,76.08,0
2023-04-02,Serum,Beauty,North,3,22.63,12.9,0
2023-04-02,Facewash,Health,North,6,37.47,22.82,0
2023-04-02,Toothpaste,Beauty,South,4,32.28,20.08,1
2023-04-02,Shampoo,Personal Care,East,5,142.9,102.45,0
2023-04-02,Facewash,Personal Care,West,13,209.84,150.83,0
2023-04-02,Serum,Beauty,North,13,162.46,91.16,0
2023-04-02,Toothpaste,Beauty,East,7,192.15,152.19,0
2023-04-02,Soap,Personal Care,South,12,269.41,190.69,0
2023-04-02,Lotion,Health,North,9,228.64,131.63,0
2023-04-02,Toothpaste,Beauty,North,12,336.65,256.72,0
2023-04-02,Serum,Personal Care,South,4,46.23,27.63,0
2023-04-02,Serum,Personal Care,North,3,91.06,51.02,0
2023-04-02,Soap,Health,South,3,94.58,60.57,0
2023-04-02,Soap,Personal Care,West,1,33.8,18.99,0
2023-04-02,Serum,Beauty,North,6,140.58,97.96,1
2023-04-02,Soap,Beauty,West,14,513.33,307.9,1
2023-04-02,Toothpaste,Beauty,West,8,43.1,31.44,0
2023-04-02,Facewash,Health,North,4,92.9,55.17,0
2023-04-02,Shampoo,Beauty,East,3,85.21,62.71,0
2023-04-02,Serum,Beauty,West,14,264.52,205.28,0
2023-04-02,Toothpaste,Personal Care,West,13,398.91,235.05,0
2023-04-02,Toothpaste,Health,North,11,63.27,44.29,0
2023-04-02,Lotion,Health,North,9,56.3,42.38,0
2023-04-02,Soap,Health,East,1,38.35,27.82,0
2023-04-02,Soap,Health,South,2,38.68,23.19,0
2023-04-02,Serum,Health,West,11,285.77,226.43,0
2023-04-02,Toothpaste,Personal Care,South,13,280.13,185.3,0
2023-04-02,Serum,Beauty,West,12,275.91,186.54,0
2023-04-02,Toothpaste,Health,North,12,258.87,165.38,0
2023-04-02,Conditioner,Beauty,North,12,218.99,152.33,0
2023-04-02,Toothpaste,Personal Care,East,8,64.38,46.89,0
2023-04-02,Toothpaste,Beauty,East,7,42.96,34.36,0
2023-04-02,Conditioner,Health,East,9,178.54,112.41,0
2023-04-02,Serum,Health,South,5,94.26,70.94,0
2023-04-02,Serum,Beauty,South,4,159.79,123.5,0
2023-04-02,Soap,Personal Care,West,5,39.79,24.84,0
2023-04-02,Lotion,Health,East,6,135.63,81.57,0
2023-04-03,Lotion,Personal Care,South,10,110.66,84.63,0
2023-04-03,Lotion,Personal Care,North,2,40.27,30.35,0
2023-04-03,Soap,Beauty,East,7,102.83,81.58,0
2023-04-03,Serum,Beauty,South,2,59.4,35.72,1
2023-04-03,Lotion,Personal Care,West,10,332.46,227.55,1
2023-04-03,Facewash,Personal Care,North,11,138.48,100.08,0
2023-04-03,Toothpaste,Personal Care,North,7,130.49,77.04,0
2023-04-03,Toothpaste,Personal Care,East,8,90.67,65.11,0
2023-04-03,Facewash,Beauty,West,14,288.94,215.96,1
2023-04-03,Lotion,Beauty,East,9,298.65,204.2,0
2023-04-03,Toothpaste,Personal Care,South,9,267.84,211.97,1
2023-04-03,Lotion,Personal Care,South,7,172.87,99.63,0
2023-04-03,Lotion,Personal Care,West,4,133.74,83.86,0
2023-04-03,Lotion,Beauty,North,12,468.25,333.31,0
2023-04-03,Facewash,Personal Care,West,9,227.32,144.96,0
2023-04-03,Serum,Health,North,3,48.79,38.52,0
2023-04-03,Toothpaste,Personal Care,East,10,113.25,74.36,0
2023-04-03,Serum,Beauty,East,13,379.16,240.72,0
2023-04-03,Facewash,Personal Care,North,5,41.18,30.94,1
2023-04-03,Serum,Personal Care,West,10,205.28,149.33,1
2023-04-03,Soap,Health,West,3,21.69,14.32,0
2023-04-03,Shampoo,Beauty,East,7,172.39,131.27,0
2023-04-03,Shampoo,Beauty,West,12,216.89,139.25,0
2023-04-03,Soap,Beauty,South,13,453.99,345.6,0
2023-04-03,Facewash,Personal Care,East,11,243.62,180.41,0
2023-04-03,Toothpaste,Personal Care,West,13,471.9,340.23,1
2023-04-03,Serum,Personal Care,East,10,343.27,200.85,1
2023-04-03,Toothpaste,Personal Care,North,11,430.59,329.12,0
2023-04-03,Serum,Beauty,West,12,209.44,133.17,0
2023-04-03,Shampoo,Health,North,1,35.37,27.77,0
2023-04-03,Shampoo,Personal Care,South,7,97.77,69.77,0
2023-04-03,Lotion,Health,North,12,130.25,97.33,1
2023-04-04,Lotion,Beauty,West,13,211.99,137.58,0
2023-04-04,Lotion,Personal Care,South,11,135.94,102.44,0
2023-04-04,Soap,Beauty,East,11,147.69,88.79,1
2023-04-04,Serum,Personal Care,East,10,294.25,202.57,0
2023-04-04,Conditioner,Personal Care,South,7,36.49,24.19,0
2023-04-04,Soap,Beauty,North,3,80.19,45.23,1
2023-04-04,Conditioner,Beauty,North,8,113.56,77.06,0
2023-04-04,Lotion,Beauty,East,14,102.92,81.74,0
2023-04-04,Serum,Beauty,West,7,89.64,70.72,0
2023-04-04,Lotion,Personal Care,East,6,147.2,108.7,0
2023-04-04,Facewash,Health,South,4,125.2,83.95,1
2023-04-04,Facewash,Health,West,14,207.66,150.73,0
2023-04-04,Facewash,Health,South,11,137.55,100.74,1
2023-04-04,Facewash,Beauty,West,2,49.26,37.38,0
2023-04-04,Soap,Health,South,2,55.63,34.66,0
2023-04-04,Conditioner,Personal Care,West,14,70.85,43.66,1
2023-04-04,Conditioner,Beauty,South,9,257.65,196.78,1
2023-04-04,Serum,Personal Care,South,8,63.6,49.79,0
2023-04-04,Facewash,Health,South,13,199.18,118.47,1
2023-04-04,Soap,Beauty,North,13,213.57,134.89,0
2023-04-04,Toothpaste,Beauty,North,10,350.96,264.95,0
2023-04-04,Soap,Health,East,6,41.08,25.74,0
2023-04-04,Soap,Personal Care,West,2,60.79,37.35,0
2023-04-04,Soap,Beauty,South,6,78.13,60.44,0
2023-04-04,Soap,Personal Care,East,5,105.97,75.01,0
2023-04-04,Conditioner,Personal Care,North,7,127.97,72.05,0
2023-04-04,Facewash,Health,North,6,62.61,48.17,0
2023-04-04,Shampoo,Beauty,West,11,60.21,47.04,0
2023-04-04,Shampoo,Personal Care,East,3,51.5,39.41,1
2023-04-04,Facewash,Beauty,South,14,448.34,303.53,0
2023-04-04,Facewash,Personal Care,North,7,111.82,77.2,0
2023-04-04,Facewash,Health,North,13,122.65,92.09,0
